age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income,capital-gain_log,capital-loss_log
30,Private,11,Married-civ-spouse,Tech-support,Wife,White,Female,35,Germany,<=50K,0.0,0.0
27,Unknown,14,Never-married,Unknown,Not-in-family,Other,Female,40,Japan,<=50K,0.0,0.0
59,Federal-gov,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,0.0,0.0
32,Private,11,Married-civ-spouse,Other-service,Husband,White,Male,60,United-States,>50K,0.0,0.0
25,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
40,Private,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,80,United-States,>50K,0.0,0.0
21,Unknown,5,Never-married,Unknown,Own-child,White,Male,42,United-States,<=50K,0.0,0.0
49,Local-gov,13,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,>50K,0.0,0.0
49,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,0.0,0.0
51,Unknown,9,Divorced,Unknown,Unmarried,Black,Female,40,United-States,<=50K,0.0,0.0
48,Private,5,Widowed,Transport-moving,Unmarried,White,Male,40,United-States,>50K,0.0,0.0
42,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,<=50K,0.0,0.0
53,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.0,0.0
29,Self-emp-not-inc,9,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,<=50K,0.0,0.0
21,Unknown,9,Never-married,Unknown,Other-relative,Asian-Pac-Islander,Female,24,United-States,<=50K,0.0,0.0
54,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,15,United-States,<=50K,0.0,0.0
66,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,Unknown,>50K,11.512925464970229,0.0
34,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
39,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.0,7.543273346705446
62,Unknown,11,Married-civ-spouse,Unknown,Husband,White,Male,40,Canada,<=50K,0.0,0.0
30,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,0.0,0.0
27,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
25,Private,11,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
26,Private,9,Separated,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
45,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,>50K,8.895492631451633,0.0
55,Private,10,Separated,Exec-managerial,Unmarried,White,Female,10,United-States,<=50K,0.0,0.0
26,Private,9,Never-married,Other-service,Other-relative,White,Male,40,United-States,<=50K,0.0,0.0
45,Private,13,Separated,Prof-specialty,Unmarried,White,Female,56,Germany,<=50K,0.0,0.0
61,Local-gov,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K,0.0,0.0
34,Unknown,4,Separated,Unknown,Unmarried,Black,Female,40,United-States,<=50K,0.0,0.0
26,Private,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,60,United-States,<=50K,0.0,0.0
44,Federal-gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
45,Self-emp-not-inc,10,Divorced,Craft-repair,Not-in-family,White,Male,30,United-States,<=50K,0.0,0.0
55,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
20,Private,10,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,30,United-States,<=50K,0.0,0.0
48,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,0.0,0.0
33,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,60,United-States,<=50K,0.0,0.0
44,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K,0.0,0.0
32,Self-emp-inc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,50,Canada,<=50K,0.0,0.0
54,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.0,0.0
40,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.0,0.0
29,Private,9,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,10,China,>50K,0.0,0.0
56,Private,6,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,<=50K,0.0,0.0
47,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0.0,0.0
22,Private,10,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
46,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,>50K,0.0,0.0
24,Federal-gov,10,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
37,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
49,Private,9,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,0.0,0.0
44,Federal-gov,10,Never-married,Adm-clerical,Not-in-family,White,Male,50,United-States,>50K,9.514215624322715,0.0
21,Private,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
55,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.0,0.0
23,State-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,32,United-States,<=50K,0.0,0.0
50,Private,7,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
44,Private,11,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,20,United-States,<=50K,0.0,0.0
48,Private,10,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,40,Cambodia,>50K,0.0,0.0
38,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,>50K,0.0,0.0
48,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,0.0,7.589841512182657
39,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,0.0,0.0
52,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,44,United-States,>50K,0.0,0.0
63,Private,9,Widowed,Other-service,Other-relative,White,Female,40,United-States,<=50K,0.0,0.0
48,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K,0.0,7.7226775164680035
37,Private,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
26,State-gov,14,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
50,Self-emp-inc,7,Never-married,Exec-managerial,Other-relative,White,Male,40,United-States,>50K,0.0,7.801800401908973
47,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,9.617470759403409,0.0
19,Private,9,Never-married,Craft-repair,Other-relative,White,Female,15,United-States,<=50K,0.0,0.0
34,Private,10,Never-married,Adm-clerical,Unmarried,White,Female,40,Germany,<=50K,0.0,0.0
29,Local-gov,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0.0,0.0
33,Private,9,Never-married,Tech-support,Not-in-family,White,Male,45,United-States,<=50K,0.0,0.0
53,Private,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,24,United-States,<=50K,0.0,0.0
24,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.0,0.0
39,Private,10,Divorced,Transport-moving,Not-in-family,White,Male,65,United-States,<=50K,0.0,0.0
50,Self-emp-not-inc,12,Never-married,Sales,Not-in-family,White,Female,5,United-States,<=50K,0.0,7.25063551189868
31,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,0.0,0.0
22,Private,11,Never-married,Sales,Not-in-family,Black,Female,25,United-States,<=50K,0.0,0.0
42,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,42,United-States,<=50K,0.0,0.0
23,Private,8,Never-married,Sales,Own-child,White,Female,25,United-States,<=50K,0.0,0.0
22,Private,7,Divorced,Sales,Own-child,White,Male,50,United-States,<=50K,0.0,0.0
65,Private,3,Widowed,Machine-op-inspct,Not-in-family,White,Female,10,Italy,<=50K,0.0,0.0
34,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,<=50K,0.0,0.0
23,Private,10,Never-married,Adm-clerical,Own-child,White,Male,20,United-States,<=50K,6.962243464266207,0.0
38,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,8.895492631451633,0.0
45,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,80,United-States,<=50K,0.0,0.0
19,Private,9,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
46,Private,13,Never-married,Machine-op-inspct,Not-in-family,White,Female,8,United-States,<=50K,0.0,7.3796321526095525
23,Private,10,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,<=50K,0.0,0.0
37,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,0.0,0.0
59,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,0.0,0.0
36,State-gov,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0.0,0.0
35,Private,13,Never-married,Sales,Not-in-family,White,Male,45,United-States,>50K,9.261128538808288,0.0
51,Private,10,Never-married,Exec-managerial,Not-in-family,White,Female,12,United-States,<=50K,0.0,0.0
42,Local-gov,13,Divorced,Prof-specialty,Unmarried,Black,Female,30,United-States,<=50K,0.0,0.0
35,Private,14,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
20,Private,9,Never-married,Other-service,Own-child,White,Female,38,United-States,<=50K,0.0,0.0
25,Private,9,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,60,Unknown,<=50K,8.319229938632326,0.0
41,Private,6,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
40,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,35,United-States,<=50K,0.0,0.0
36,Private,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,37,United-States,<=50K,0.0,0.0
34,Self-emp-inc,14,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K,0.0,0.0
44,Self-emp-not-inc,13,Never-married,Sales,Not-in-family,White,Male,42,United-States,<=50K,0.0,0.0
31,Federal-gov,13,Separated,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
41,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.0,0.0
43,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0.0,0.0
43,Private,14,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
58,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,8.552367266423891,0.0
19,Private,10,Never-married,Sales,Own-child,White,Female,30,United-States,<=50K,0.0,0.0
43,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,55,United-States,>50K,0.0,0.0
50,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45,United-States,<=50K,0.0,0.0
44,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,0.0,0.0
46,Private,9,Divorced,Machine-op-inspct,Unmarried,White,Male,38,United-States,<=50K,0.0,0.0
52,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,0.0,0.0
52,Self-emp-not-inc,9,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K,0.0,0.0
18,Private,8,Never-married,Adm-clerical,Own-child,White,Female,12,United-States,<=50K,0.0,0.0
29,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,55,United-States,<=50K,0.0,0.0
19,Unknown,9,Married-civ-spouse,Unknown,Wife,White,Female,36,United-States,<=50K,0.0,0.0
34,Private,13,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
23,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,United-States,<=50K,0.0,0.0
64,State-gov,10,Separated,Adm-clerical,Not-in-family,White,Female,65,United-States,<=50K,0.0,0.0
68,Private,6,Divorced,Transport-moving,Not-in-family,White,Male,20,United-States,<=50K,0.0,0.0
42,State-gov,9,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,0.0,0.0
41,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,>50K,0.0,0.0
41,Self-emp-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K,0.0,0.0
22,State-gov,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,United-States,<=50K,0.0,0.0
67,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,United-States,>50K,9.906084178383393,0.0
27,Private,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Philippines,>50K,0.0,0.0
25,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,0.0,0.0
49,Unknown,9,Married-civ-spouse,Unknown,Wife,White,Female,60,United-States,<=50K,0.0,0.0
28,Private,12,Never-married,Handlers-cleaners,Not-in-family,White,Male,45,United-States,<=50K,0.0,0.0
51,Federal-gov,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Vietnam,>50K,9.617470759403409,0.0
23,Local-gov,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,35,China,<=50K,0.0,0.0
19,Private,8,Never-married,Other-service,Own-child,White,Female,15,United-States,<=50K,0.0,0.0
72,Unknown,3,Widowed,Unknown,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
33,Private,10,Never-married,Other-service,Not-in-family,White,Male,35,United-States,<=50K,0.0,0.0
53,Private,10,Divorced,Craft-repair,Not-in-family,White,Male,20,United-States,<=50K,0.0,0.0
35,Private,11,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
31,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0.0,0.0
18,Private,8,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K,0.0,0.0
45,Private,11,Divorced,Handlers-cleaners,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
28,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,30,Unknown,<=50K,0.0,0.0
22,Local-gov,3,Never-married,Handlers-cleaners,Other-relative,White,Male,40,Guatemala,>50K,0.0,0.0
55,Private,10,Divorced,Tech-support,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
45,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,>50K,0.0,7.551186867296149
22,Private,9,Never-married,Sales,Not-in-family,White,Female,37,United-States,<=50K,0.0,0.0
37,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,<=50K,0.0,7.422373700986824
28,Private,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
19,Private,7,Never-married,Sales,Own-child,Black,Female,35,United-States,<=50K,0.0,0.0
37,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,0.0,7.551186867296149
50,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0.0,0.0
31,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,<=50K,0.0,0.0
40,Private,1,Never-married,Other-service,Not-in-family,White,Female,20,United-States,<=50K,0.0,0.0
51,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,<=50K,0.0,0.0
56,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
21,Private,10,Never-married,Tech-support,Own-child,White,Female,35,United-States,<=50K,0.0,0.0
40,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,United-States,>50K,8.94754601503218,0.0
22,Private,10,Never-married,Exec-managerial,Unmarried,Black,Female,40,Jamaica,<=50K,0.0,0.0
47,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,0.0,7.789868559054706
44,Private,9,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K,0.0,0.0
30,Private,10,Never-married,Adm-clerical,Not-in-family,Other,Male,40,Unknown,<=50K,0.0,0.0
44,Local-gov,10,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,0.0,0.0
41,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,0.0,0.0
47,Private,12,Divorced,Sales,Own-child,White,Male,44,United-States,<=50K,0.0,0.0
26,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,Germany,>50K,0.0,0.0
34,Private,11,Never-married,Tech-support,Not-in-family,Black,Male,40,United-States,<=50K,0.0,0.0
47,Private,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,11.512925464970229,0.0
36,Private,9,Separated,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K,0.0,0.0
21,Private,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,46,United-States,<=50K,0.0,0.0
45,State-gov,13,Divorced,Protective-serv,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
33,Private,9,Separated,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,35,Hong,<=50K,0.0,0.0
33,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,65,United-States,<=50K,0.0,0.0
58,Self-emp-not-inc,9,Divorced,Farming-fishing,Unmarried,White,Female,10,United-States,<=50K,0.0,0.0
31,Private,12,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,>50K,0.0,0.0
32,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,>50K,0.0,0.0
44,Federal-gov,13,Widowed,Exec-managerial,Unmarried,White,Female,40,United-States,>50K,0.0,0.0
24,Private,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
35,Private,13,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,20,United-States,>50K,8.94754601503218,0.0
43,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,0.0,7.589841512182657
49,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0.0,0.0
37,Self-emp-not-inc,13,Married-civ-spouse,Sales,Wife,White,Female,50,United-States,<=50K,0.0,0.0
42,Self-emp-not-inc,13,Never-married,Farming-fishing,Own-child,White,Male,35,United-States,<=50K,0.0,0.0
31,Private,10,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,55,Unknown,>50K,0.0,7.303843225277705
19,Private,9,Never-married,Other-service,Own-child,White,Female,25,United-States,<=50K,0.0,0.0
41,Private,16,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,>50K,0.0,0.0
51,Self-emp-inc,9,Married-civ-spouse,Other-service,Husband,White,Male,30,United-States,<=50K,0.0,0.0
51,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,0.0,0.0
63,Private,6,Widowed,Other-service,Not-in-family,White,Female,31,United-States,<=50K,0.0,0.0
39,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,0.0,0.0
30,Private,9,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
62,Without-pay,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,16,United-States,<=50K,0.0,0.0
27,Private,9,Never-married,Craft-repair,Other-relative,Other,Male,40,Nicaragua,<=50K,0.0,0.0
32,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,<=50K,0.0,7.622174594817622
37,Local-gov,13,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,>50K,0.0,0.0
47,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,0.0,7.543273346705446
31,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,United-States,>50K,0.0,7.551186867296149
42,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0.0,0.0
37,Private,11,Married-spouse-absent,Sales,Unmarried,Black,Female,32,United-States,<=50K,0.0,0.0
60,Private,9,Married-civ-spouse,Protective-serv,Husband,White,Male,34,United-States,<=50K,0.0,7.622174594817622
42,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,72,United-States,>50K,0.0,0.0
38,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,36,United-States,>50K,0.0,0.0
24,Private,12,Never-married,Prof-specialty,Own-child,Black,Male,20,United-States,<=50K,0.0,0.0
34,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,<=50K,0.0,0.0
20,Unknown,10,Never-married,Unknown,Own-child,White,Female,30,United-States,<=50K,0.0,0.0
29,Local-gov,10,Never-married,Protective-serv,Own-child,White,Male,48,United-States,<=50K,0.0,0.0
90,Private,9,Widowed,Adm-clerical,Unmarried,White,Female,25,United-States,<=50K,0.0,0.0
55,Private,8,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,Italy,<=50K,0.0,0.0
36,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
49,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,60,United-States,<=50K,0.0,0.0
50,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K,0.0,0.0
17,Private,7,Never-married,Other-service,Own-child,White,Male,25,United-States,<=50K,0.0,0.0
54,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,70,United-States,<=50K,0.0,0.0
26,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,10,United-States,<=50K,0.0,0.0
44,Private,12,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,50,United-States,<=50K,0.0,0.0
28,Private,13,Never-married,Prof-specialty,Own-child,Black,Female,40,United-States,<=50K,0.0,0.0
54,Local-gov,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,0.0,0.0
21,Private,5,Never-married,Machine-op-inspct,Own-child,Black,Male,20,United-States,<=50K,0.0,0.0
24,Private,11,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
31,Private,9,Never-married,Other-service,Not-in-family,White,Female,56,United-States,<=50K,0.0,0.0
59,Unknown,10,Never-married,Unknown,Not-in-family,Black,Female,40,United-States,<=50K,0.0,0.0
41,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,48,United-States,>50K,0.0,0.0
29,Private,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
50,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K,0.0,0.0
32,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,>50K,0.0,0.0
42,Private,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
47,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,30,United-States,>50K,0.0,0.0
44,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0.0,0.0
49,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Columbia,<=50K,0.0,0.0
61,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K,0.0,0.0
65,Local-gov,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0.0,7.252762418053187
45,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,0.0,0.0
59,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
30,Never-worked,9,Married-civ-spouse,Unknown,Wife,Black,Female,40,United-States,<=50K,0.0,0.0
34,Private,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,0.0,0.0
24,Private,2,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,40,Mexico,<=50K,0.0,0.0
42,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,Unknown,>50K,0.0,7.589841512182657
37,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,8.04044688130311,0.0
36,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.0,0.0
21,Unknown,10,Never-married,Unknown,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
54,Private,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K,0.0,7.847762537473608
34,Private,8,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,35,Mexico,<=50K,0.0,0.0
41,Private,10,Divorced,Machine-op-inspct,Own-child,White,Male,40,Italy,<=50K,0.0,0.0
18,Never-worked,10,Never-married,Unknown,Own-child,White,Male,4,United-States,<=50K,0.0,0.0
26,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,<=50K,0.0,0.0
23,Federal-gov,9,Never-married,Armed-Forces,Not-in-family,White,Male,8,United-States,<=50K,0.0,0.0
63,Unknown,10,Divorced,Unknown,Not-in-family,White,Female,5,United-States,<=50K,0.0,0.0
34,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0.0,0.0
54,Private,9,Widowed,Sales,Not-in-family,White,Female,37,United-States,<=50K,0.0,0.0
37,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,72,Mexico,<=50K,0.0,0.0
54,State-gov,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,0.0,0.0
22,Local-gov,10,Never-married,Protective-serv,Other-relative,White,Female,43,United-States,<=50K,0.0,0.0
32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.0,0.0
42,State-gov,10,Divorced,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
31,State-gov,10,Never-married,Other-service,Own-child,White,Female,37,United-States,<=50K,0.0,0.0
48,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,0.0,0.0
28,Private,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,Hong,<=50K,0.0,0.0
31,Private,6,Divorced,Craft-repair,Not-in-family,White,Male,38,United-States,<=50K,0.0,0.0
28,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0.0,0.0
24,Private,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0.0,0.0
50,Private,9,Divorced,Craft-repair,Not-in-family,White,Female,45,United-States,<=50K,0.0,0.0
26,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,72,Mexico,<=50K,0.0,0.0
37,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,0.0,0.0
24,Private,3,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,40,Mexico,<=50K,0.0,0.0
18,Unknown,7,Never-married,Unknown,Own-child,White,Female,25,United-States,<=50K,0.0,0.0
32,Private,9,Never-married,Other-service,Unmarried,Black,Female,40,United-States,<=50K,0.0,0.0
